2.321316	3.065889	ZAPAL
3.284881	4.292244	SWIATLO
4.511236	4.686430	W
4.686430	5.277708	KUCHNI
7.511427	8.277899	OTWORZ
8.672085	9.307162	DRZWI
9.832743	9.986037	DO
9.986037	10.643013	GARAZU
12.767236	13.489910	WLACZ
13.687003	14.716265	ZMYWARKE
16.336806	17.256573	WYLACZ
17.716456	18.636223	TELEWIZOR
20.716647	21.614515	PODNIES
21.855406	22.731374	ROLETY
22.950366	23.081761	W
23.081761	24.001528	SYPIALNI
25.643968	26.519936	ZAMKNIJ
26.673231	27.395905	BRAME
28.994546	29.739119	ZWIEKSZ
29.914313	30.790281	OGRZEWANIE
31.096870	31.250164	O
31.359660	31.972838	JEDEN
32.126133	32.936403	STOPIEN
34.097061	34.951130	ZAKREC
35.367215	36.089889	WODE
36.615469	37.141050	W
37.491438	38.279809	LAZIENCE
39.440467	40.206939	USTAW
40.732520	41.433294	ALARM
42.265464	43.141432	PRZYCISZ
43.886005	44.608679	RADIO
45.397050	46.185422	ZMIEN
46.995692	47.630769	KANAL
48.725729	49.448403	PODLEJ
50.192976	51.003247	KWIATKI
51.901114	52.733284	ZAPARZ
53.718748	54.353825	KAWE
55.251692	56.215257	WYLACZ
56.828435	57.616806	ALARM
58.120488	58.580371	W
59.193549	59.872424	GARAZU
60.726493	61.624361	ZAGOTUJ
62.018546	62.566027	WODE
