2.198154	2.993231	ZAPAL
3.718154	4.536615	SWIATLO
5.097846	5.659077	W
6.267077	6.921846	GARAZU
7.553231	8.301538	OTWORZ
8.722462	9.377231	DRZWI
10.242462	10.663385	DO
11.201231	11.972923	GARAZU
12.838154	13.422769	WLACZ
13.890462	14.919385	ZMYWARKE
15.948308	16.813538	WYLACZ
17.374769	18.310154	TELEWIZOR
19.526154	20.391385	PODNIES
21.022769	21.911385	ROLETY
22.612923	23.197538	W
23.828923	24.764308	SYPIALNI
25.840000	26.822154	ZAMKNIJ
27.476923	28.131692	BRAME
29.184000	30.096000	ZWIEKSZ
30.750769	31.686154	OGRZEWANIE
32.481231	32.995692	O
33.884308	34.656000	JEDEN
34.960000	35.801846	STOPIEN
36.830769	37.649231	ZAKREC
38.420923	39.169231	WODE
40.315077	40.782769	W
41.484308	42.326154	LAZIENCE
43.191385	43.986462	USTAW
44.851692	45.506462	ALARM
46.488615	47.400615	PRZYCISZ
48.172308	48.850462	RADIO
49.598769	50.183385	ZMIEN
51.399385	52.030769	KANAL
53.106462	53.854769	PODLEJ
54.766769	55.468308	KWIATKI
56.286769	57.152000	ZAPARZ
58.227692	58.835692	KAWE
59.817846	60.659692	WYLACZ
61.174154	61.875692	ALARM
62.624000	63.091692	W
63.933538	64.588308	GARAZU
65.523692	66.412308	ZAGOTUJ
67.184000	67.698462	WODE
